SourceMeter Model:,2461
SourceMeter S/N:,04090170
SourceMeter Firmware:,1.6.3d

TEST_PARAM.terminals:,FRONT TERMINALS

TEST_PARAM.initial_voc:,4.8522453308
TEST_PARAM.vcutoff:,2.4

TEST_PARAM.discharge_type:,CONSTANT
TEST_PARAM.discharge_current:,0.025
TEST_PARAM.max_discharge_current:,0.025

TEST_PARAM.measure_interval:,30

TEST_PARAM.discharge_start_time:,06/30/17 14:59:43
TEST_PARAM.discharge_stop_time:,07/05/17 13:02:25

BATT_MODEL_RAW:,Index,Timestamp,Voc,Vload,ESR
BATT_MODEL_RAW:,191,5716.3490579,4.6321430206,4.6230220795,0.36483764648
BATT_MODEL_RAW:,192,5746.4349123,4.6314506531,4.6223239899,0.36506652832
BATT_MODEL_RAW:,193,5776.5208002,4.6307563782,4.621635437,0.36483764648
BATT_MODEL_RAW:,194,5806.6066351,4.6300697327,4.6209526062,0.36468505859
BATT_MODEL_RAW:,195,5836.6924293,4.6293735504,4.6202583313,0.36460876465
BATT_MODEL_RAW:,196,5866.7782594,4.628698349,4.6195716858,0.36506652832
BATT_MODEL_RAW:,197,5896.8640822,4.6280097961,4.6188983917,0.36445617676
BATT_MODEL_RAW:,198,5926.9498816,4.6273345947,4.6182079315,0.36506652832
BATT_MODEL_RAW:,199,5957.035632,4.626663208,4.6175441742,0.36476135254
BATT_MODEL_RAW:,200,5987.121392,4.6259841919,4.6168670654,0.36468505859
BATT_MODEL_RAW:,201,6017.2071789,4.6253089905,4.6161937714,0.36460876465
BATT_MODEL_RAW:,202,6047.2929561,4.6246395111,4.615530014,0.36437988281
BATT_MODEL_RAW:,203,6077.3787276,4.6239757538,4.61485672,0.36476135254
BATT_MODEL_RAW:,204,6107.4645406,4.6233062744,4.6141815186,0.36499023438
BATT_MODEL_RAW:,205,6137.5503392,4.6226329803,4.6135215759,0.36445617676
BATT_MODEL_RAW:,206,6167.6361306,4.621969223,4.6128673553,0.36407470703
BATT_MODEL_RAW:,207,6197.721928,4.6213226318,4.6122074127,0.36460876465
BATT_MODEL_RAW:,208,6227.8076496,4.6206512451,4.6115474701,0.36415100098
BATT_MODEL_RAW:,209,6257.8934058,4.6199874878,4.6108875275,0.36399841309
BATT_MODEL_RAW:,210,6287.9792242,4.619342804,4.6102352142,0.36430358887
BATT_MODEL_RAW:,211,6318.06495,4.6186828613,4.609577179,0.36422729492
BATT_MODEL_RAW:,212,6348.150767,4.6180267334,4.6089248657,0.36407470703
BATT_MODEL_RAW:,213,6378.2366279,4.6173915863,4.6082859039,0.36422729492
BATT_MODEL_RAW:,214,6408.3224125,4.6167373657,4.6076393127,0.36392211914
BATT_MODEL_RAW:,215,6438.4081958,4.6160945892,4.6069946289,0.36399841309
BATT_MODEL_RAW:,216,6468.4939845,4.6154556274,4.6063499451,0.36422729492
BATT_MODEL_RAW:,217,6498.5797775,4.6148109436,4.6057052612,0.36422729492
BATT_MODEL_RAW:,218,6528.6655631,4.6141662598,4.6050739288,0.3636932373
BATT_MODEL_RAW:,219,6558.7513452,4.613527298,4.6044330597,0.36376953125
BATT_MODEL_RAW:,220,6588.8371515,4.6128978729,4.603805542,0.3636932373
BATT_MODEL_RAW:,221,6618.9229069,4.6122646332,4.6031723022,0.3636932373
BATT_MODEL_RAW:,222,6649.0087086,4.6116390228,4.6025390625,0.36399841309
BATT_MODEL_RAW:,223,6679.0945082,4.6110038757,4.6019134521,0.36361694336
BATT_MODEL_RAW:,224,6709.1802583,4.6103858948,4.6012878418,0.36392211914
BATT_MODEL_RAW:,225,6739.2660593,4.6097583771,4.6006622314,0.3638458252
BATT_MODEL_RAW:,226,6769.3518698,4.609128952,4.6000366211,0.3636932373
BATT_MODEL_RAW:,227,6799.4376666,4.608505249,4.5994129181,0.3636932373
BATT_MODEL_RAW:,228,6829.523463,4.6078872681,4.5987873077,0.36399841309
BATT_MODEL_RAW:,229,6859.6092675,4.6072711945,4.5981788635,0.3636932373
BATT_MODEL_RAW:,230,6889.6952074,4.6066551208,4.5975570679,0.36392211914
BATT_MODEL_RAW:,231,6919.7811395,4.6060314178,4.596944809,0.36346435547
BATT_MODEL_RAW:,232,6949.8670543,4.6054191589,4.5963287354,0.36361694336
BATT_MODEL_RAW:,233,6979.9529514,4.6048164368,4.5957260132,0.36361694336
BATT_MODEL_RAW:,234,7010.0387918,4.6042118073,4.5951194763,0.3636932373
BATT_MODEL_RAW:,235,7040.1246988,4.6035881042,4.594499588,0.36354064941
BATT_MODEL_RAW:,236,7070.2106663,4.6029968262,4.5939064026,0.36361694336
BATT_MODEL_RAW:,237,7100.2965993,4.602388382,4.5933017731,0.36346435547
BATT_MODEL_RAW:,238,7130.3824375,4.6017894745,4.5927047729,0.36338806152
BATT_MODEL_RAW:,239,7160.468359,4.6011886597,4.5921020508,0.36346435547
BATT_MODEL_RAW:,240,7190.5542513,4.6005897522,4.5915050507,0.36338806152
BATT_MODEL_RAW:,241,7220.6401515,4.5999889374,4.5908966064,0.3636932373
BATT_MODEL_RAW:,242,7250.7260775,4.5993938446,4.5903072357,0.36346435547
BATT_MODEL_RAW:,243,7280.8120318,4.5988025665,4.5897197723,0.36331176758
BATT_MODEL_RAW:,244,7310.8979945,4.5982036591,4.5891189575,0.36338806152
BATT_MODEL_RAW:,245,7340.9839389,4.5976066589,4.5885295868,0.36308288574
BATT_MODEL_RAW:,246,7371.0698474,4.597026825,4.5879440308,0.36331176758
BATT_MODEL_RAW:,247,7401.1557148,4.5964450836,4.5873565674,0.36354064941
BATT_MODEL_RAW:,248,7431.2415768,4.5958518982,4.5867710114,0.36323547363
BATT_MODEL_RAW:,249,7461.327447,4.5952663422,4.5861911774,0.3630065918
BATT_MODEL_RAW:,250,7491.4133088,4.5946846008,4.5856018066,0.36331176758
BATT_MODEL_RAW:,251,7521.4991899,4.5941085815,4.5850276947,0.36323547363
BATT_MODEL_RAW:,252,7551.5851143,4.5935325623,4.584444046,0.36354064941
BATT_MODEL_RAW:,253,7581.6710533,4.5929489136,4.5838699341,0.36315917969
BATT_MODEL_RAW:,254,7611.7569771,4.5923748016,4.5833034515,0.36285400391
BATT_MODEL_RAW:,255,7641.8428782,4.5918121338,4.5827293396,0.36331176758
BATT_MODEL_RAW:,256,7671.9287862,4.5912342072,4.5821628571,0.36285400391
BATT_MODEL_RAW:,257,7702.0147238,4.5906581879,4.5815849304,0.36293029785
BATT_MODEL_RAW:,258,7732.1007821,4.590089798,4.5810050964,0.36338806152
BATT_MODEL_RAW:,259,7762.1865147,4.5895271301,4.580450058,0.36308288574
BATT_MODEL_RAW:,260,7792.2722429,4.5889644623,4.579875946,0.36354064941
BATT_MODEL_RAW:,261,7822.3579681,4.588388443,4.5793151855,0.36293029785
BATT_MODEL_RAW:,262,7852.4436684,4.5878372192,4.5787601471,0.36308288574
BATT_MODEL_RAW:,263,7882.5293471,4.5872745514,4.5781917572,0.36331176758
BATT_MODEL_RAW:,264,7912.6150312,4.5867137909,4.5776309967,0.36331176758
BATT_MODEL_RAW:,265,7942.7006831,4.5861587524,4.5770797729,0.36315917969
BATT_MODEL_RAW:,266,7972.7863478,4.5855941772,4.5765228271,0.36285400391
BATT_MODEL_RAW:,267,8002.8720137,4.5850448608,4.575963974,0.36323547363
BATT_MODEL_RAW:,268,8032.9576703,4.5844860077,4.5754089355,0.36308288574
BATT_MODEL_RAW:,269,8063.0433472,4.5839328766,4.5748615265,0.36285400391
BATT_MODEL_RAW:,270,8093.1290454,4.5833892822,4.5743026733,0.36346435547
BATT_MODEL_RAW:,271,8123.2148029,4.5828342438,4.5737571716,0.36308288574
BATT_MODEL_RAW:,272,8153.3004811,4.5822982788,4.5732135773,0.36338806152
BATT_MODEL_RAW:,273,8183.386158,4.5817394257,4.5726642609,0.3630065918
BATT_MODEL_RAW:,274,8213.4718267,4.581199646,4.5721168518,0.36331176758
BATT_MODEL_RAW:,275,8243.5574999,4.5806560516,4.5715751648,0.36323547363
BATT_MODEL_RAW:,276,8273.6430828,4.5801124573,4.5710296631,0.36331176758
BATT_MODEL_RAW:,277,8303.7287804,4.5795631409,4.5704936981,0.36277770996
BATT_MODEL_RAW:,278,8333.8144005,4.5790348053,4.5699501038,0.36338806152
BATT_MODEL_RAW:,279,8363.9000138,4.5784950256,4.5694122314,0.36331176758
BATT_MODEL_RAW:,280,8393.9856667,4.577955246,4.5688781738,0.36308288574
BATT_MODEL_RAW:,281,8424.0712806,4.5774250031,4.5683441162,0.36323547363
BATT_MODEL_RAW:,282,8454.1569302,4.576883316,4.5678100586,0.36293029785
BATT_MODEL_RAW:,283,8484.2425318,4.5763511658,4.5672779083,0.36293029785
BATT_MODEL_RAW:,284,8514.3282271,4.5758171082,4.5667457581,0.36285400391
BATT_MODEL_RAW:,285,8544.4139153,4.5752925873,4.5662136078,0.36315917969
